,question,answer,label,explanation
739,"Carl wants to buy a new coat that is quite expensive. He saved $25 each week for 6 weeks.  On the seventh week, he had to use a third of his saving to pay some bills. On the eighth week, his dad gave him some extra money for him to buy his dream coat. If the coat cost $170, how much money did his dad give him?","Carl saved in 6 weeks $25/week x 6 weeks = $<<25*6=150>>150
On the seventh week, he ended up having to pay in bills $150/3 = $<<150/3=50>>50
His savings were then $150 - $50 = $<<150-50=100>>100
His dad gave him $170 – $100 = $<<170-100=70>>70
#### 70",70,"Carl saved in 6 weeks $25/week x 6 weeks = $<<25*6=150>>150
On the seventh week, he ended up having to pay in bills $150/3 = $<<150/3=50>>50
His savings were then $150 - $50 = $<<150-50=100>>100
His dad gave him $170 – $100 = $<<170-100=70>>70
"
740,Today is my birthday and I'm three times older than I was six years ago. What is my age?,"We know that my age divided by three is equal to my age minus six therefore X/3 = X-6 where X = My age
This means that X = 3X - 18 because we can multiply both sides by 3
This also means that -2X=-18 because we can subtract 3X from the right side.
Therefore X = 9 because - 18/-2 = <<-18/-2=9>>9
#### 9",9,"We know that my age divided by three is equal to my age minus six therefore X/3 = X-6 where X = My age
This means that X = 3X - 18 because we can multiply both sides by 3
This also means that -2X=-18 because we can subtract 3X from the right side.
Therefore X = 9 because - 18/-2 = <<-18/-2=9>>9
"
741,"Out of the 500 marbles that Cindy had, she gave her four friends 80 marbles each. What's four times the number of marbles she has remaining?","Cindy gave her four friends 80 marbles each, a total of 4*80 = <<80*4=320>>320 marbles
She was left with 500-320 = <<500-320=180>>180 marbles
Four times the number of marbles she has remaining is 180*4 = <<180*4=720>>720
#### 720",720,"Cindy gave her four friends 80 marbles each, a total of 4*80 = <<80*4=320>>320 marbles
She was left with 500-320 = <<500-320=180>>180 marbles
Four times the number of marbles she has remaining is 180*4 = <<180*4=720>>720
"
742,"Jill has a difficult test to study for.  She decides to study one day for 2 hours.  The next day she doubles this amount, and the day after that she studies one hour less than the previous day.  How many minutes does Jill study over the 3 days?","First, we need to determine how many hours Jill studied in total. To find this out, we begin by performing 2*2= <<2*2=4>>4 hours spent on day two, double what she spent on day 1.
Next, we perform 4-1= <<4-1=3>>3 hours to determine the amount she studied on the third day.
We then add 2+4+3= <<2+4+3=9>>9 hours spent in total across 3 days.
Since there are 60 minutes in an hour, she studied 9*60=<<9*60=540>>540 minutes in total.
#### 540",540,"First, we need to determine how many hours Jill studied in total. To find this out, we begin by performing 2*2= <<2*2=4>>4 hours spent on day two, double what she spent on day 1.
Next, we perform 4-1= <<4-1=3>>3 hours to determine the amount she studied on the third day.
We then add 2+4+3= <<2+4+3=9>>9 hours spent in total across 3 days.
Since there are 60 minutes in an hour, she studied 9*60=<<9*60=540>>540 minutes in total.
"
743,"It takes Dawn 2 hours to paint 1 watercolor painting.  She was recently commissioned to paint a series of 12 paintings.  Dawn will earn $3,600.00 for these 12 paintings.  How much money does Dawn make per hour?","It takes her 2 hours to paint 1 picture and she needs to paint 12 pictures so it will take 2*12 = <<2*12=24>>24 hours
Dawn will make $3,6000.00 for 24 hours of work which means she makes 3600/24 = $150.00 per hour of work
#### 150",150,"It takes her 2 hours to paint 1 picture and she needs to paint 12 pictures so it will take 2*12 = <<2*12=24>>24 hours
Dawn will make $3,6000.00 for 24 hours of work which means she makes 3600/24 = $150.00 per hour of work
"
744,"Janina spends $30 each day for rent and uses $12 worth of supplies daily to run her pancake stand. If she sells each pancake for $2, how many pancakes must Janina sell each day to cover her expenses?","Janina spends $30+$12=$<<30+12=42>>42 each day for her pancake stand.
She must sell $42/$2=<<42/2=21>>21 pancakes each day to cover her expenses.
#### 21",21,"Janina spends $30+$12=$<<30+12=42>>42 each day for her pancake stand.
She must sell $42/$2=<<42/2=21>>21 pancakes each day to cover her expenses.
"
745,"Bert was able to sell 8 toy phones for $18 each, while Tory was able to sell 7 toy guns for $20 each. How much more did Bert earn than Tory?","Bert was able to earn 8 x $18 = $<<8*18=144>>144 for the toy phones.
While Tory was able to earn 7 x $20 = $<<7*20=140>>140 for the toy guns.
Therefore, Bert was able to earn $144 – $140 = $<<144-140=4>>4 more than Tory.
#### 4",4,"Bert was able to earn 8 x $18 = $<<8*18=144>>144 for the toy phones.
While Tory was able to earn 7 x $20 = $<<7*20=140>>140 for the toy guns.
Therefore, Bert was able to earn $144 – $140 = $<<144-140=4>>4 more than Tory.
"
746,There are 360 balls in the ball pit. If a quarter of the balls in the ball pit are red and a fifth of the remaining balls are blue. How many of the balls are neither red nor blue?,"A quarter of the balls are red and therefore there are 360 x (1 / 4) = <<360*(1/4)=90>>90 red balls.
When you remove the red balls from the ball pit there are 360 - 90 = <<360-90=270>>270 remaining balls
A fifth of the remaining balls are blue, and therefore there are 270 x (1 / 5) = <<270*(1/5)=54>>54 blue balls.
The total of red and blue balls equals 90 + 54 = <<90+54=144>>144 balls
When you remove the red and blue balls from the total there are 360 - 144 = <<360-144=216>>216 balls that are neither red nor blue.
#### 216",216,"A quarter of the balls are red and therefore there are 360 x (1 / 4) = <<360*(1/4)=90>>90 red balls.
When you remove the red balls from the ball pit there are 360 - 90 = <<360-90=270>>270 remaining balls
A fifth of the remaining balls are blue, and therefore there are 270 x (1 / 5) = <<270*(1/5)=54>>54 blue balls.
The total of red and blue balls equals 90 + 54 = <<90+54=144>>144 balls
When you remove the red and blue balls from the total there are 360 - 144 = <<360-144=216>>216 balls that are neither red nor blue.
"
747,Steve is building a bench for the playground and needs 6 lengths of wood that measure 4 feet and 2 lengths of wood that measure 2 feet. How many feet of wood does Steve need to buy?,"Steve needs 6 lengths of 4 feet of wood or 6 x 4 = <<6*4=24>>24 feet of wood.
He also needs 2 lengths of 2 feet of wood or 2 x 2 = <<2*2=4>>4 feet of wood.
Altogether, Steve needs 24 feet of wood + 4 feet of wood = <<24+4=28>>28 feet of wood.
#### 28",28,"Steve needs 6 lengths of 4 feet of wood or 6 x 4 = <<6*4=24>>24 feet of wood.
He also needs 2 lengths of 2 feet of wood or 2 x 2 = <<2*2=4>>4 feet of wood.
Altogether, Steve needs 24 feet of wood + 4 feet of wood = <<24+4=28>>28 feet of wood.
"
748,"4/5 of the Easter eggs are blue and 1/5 are purple. Half the purple eggs have five pieces of candy each, and 1/4 of the blue eggs do. The rest of the eggs only have one piece of candy. If Jerry opens one egg at random, what is the percentage chance he'll get 5 pieces of candy?","First find the probability Jerry gets a blue egg with 5 pieces of candy by multiplying the independent probabilities: 4/5 * 1/4 = 1/5 = 20%
Then find the probability he gets a purple egg with 5 pieces of candy the same way: 1/5 * 1/2 = 1/10 = 10%
Then add the probabilities of the two possible ways to get 5 pieces of candy to find the total probability: 20% + 10% = 30%
#### 30",30,"First find the probability Jerry gets a blue egg with 5 pieces of candy by multiplying the independent probabilities: 4/5 * 1/4 = 1/5 = 20%
Then find the probability he gets a purple egg with 5 pieces of candy the same way: 1/5 * 1/2 = 1/10 = 10%
Then add the probabilities of the two possible ways to get 5 pieces of candy to find the total probability: 20% + 10% = 30%
"
749,"Bill is trying to count the toddlers at his daycare, but they keep running around. He double-counts 8 toddlers and misses 3 who are hiding. If Bill thinks he counted 26 toddlers, how many are there really?","First subtract the 8 toddlers Bill double-counted from his count: 26 toddlers - 8 toddlers = <<26-8=18>>18 toddlers
Then add the 3 toddlers he missed to find the real count: 18 toddlers + 3 toddlers = <<18+3=21>>21 toddlers
#### 21",21,"First subtract the 8 toddlers Bill double-counted from his count: 26 toddlers - 8 toddlers = <<26-8=18>>18 toddlers
Then add the 3 toddlers he missed to find the real count: 18 toddlers + 3 toddlers = <<18+3=21>>21 toddlers
"
750,"Susan had a bouquet of 3 dozen roses.  She gave half to her daughter, and then placed the rest in a vase.  The next day, one-third of the flowers in the vase were wilted.  After removing the wilted flowers, how many flowers remained in the vase?","Susan had a bouquet of 3 dozen roses, which is 3*12=<<3*12=36>>36 flowers.
She gave half, 36/2=<<36/2=18>>18, to her daughter.
Then she placed her 36-18=<<36-18=18>>18 remaining flowers in a vase.
One-third of the 18 flowers in the vase wilted, resulting in 18/3=<<18/3=6>>6 wilted flowers.
After removing the wilted flowers, Susan had 18-6=<<18-6=12>>12 flowers remaining in the vase.
#### 12",12,"Susan had a bouquet of 3 dozen roses, which is 3*12=<<3*12=36>>36 flowers.
She gave half, 36/2=<<36/2=18>>18, to her daughter.
Then she placed her 36-18=<<36-18=18>>18 remaining flowers in a vase.
One-third of the 18 flowers in the vase wilted, resulting in 18/3=<<18/3=6>>6 wilted flowers.
After removing the wilted flowers, Susan had 18-6=<<18-6=12>>12 flowers remaining in the vase.
"
751,Tim buys 3 dozen eggs.  Eggs cost $.50 each.  How much did he pay for eggs?,"He bought 3*12=<<3*12=36>>36 eggs
So they cost 36*.5=$<<36*.5=18>>18
#### 18",18,"He bought 3*12=<<3*12=36>>36 eggs
So they cost 36*.5=$<<36*.5=18>>18
"
752,"Dream's car consumes 4 gallons of gas per mile. If she drives 400 miles today and 200 more miles tomorrow than today, how many gallons of gas will the car consume?","If she drives 400 miles today, the car will have consumed 4*400 = <<400*4=1600>>1600 gallons of gas.
Tomorrow, if she drives 200 more miles, the total distance will be 200+400 = <<200+400=600>>600 miles.
The fuel consumption by the car tomorrow is 4*600 = <<4*600=2400>>2400 gallons.
The car's total fuel consumption in the two days is 2400+1600 = <<2400+1600=4000>>4000 gallons.
#### 4000",4000,"If she drives 400 miles today, the car will have consumed 4*400 = <<400*4=1600>>1600 gallons of gas.
Tomorrow, if she drives 200 more miles, the total distance will be 200+400 = <<200+400=600>>600 miles.
The fuel consumption by the car tomorrow is 4*600 = <<4*600=2400>>2400 gallons.
The car's total fuel consumption in the two days is 2400+1600 = <<2400+1600=4000>>4000 gallons.
"
753,"The Lady Eagles basketball team scored a total of 311 points in 5 games. Some players combined for 188 points. Lisa, Jessie, and Devin equally scored the rest. How many points did Jessie score?","Lisa, Jessie, and Devin scored 311 - 188 = <<311-188=123>>123 points
123/3 = <<123/3=41>>41
Jessie scored 41 points.
#### 41",41,"Lisa, Jessie, and Devin scored 311 - 188 = <<311-188=123>>123 points
123/3 = <<123/3=41>>41
Jessie scored 41 points.
"
754,"School coaches bought sports equipment. Coach A bought ten new basketballs for $29 each, while coach B bought 14 new baseballs for $2.50 each and a baseball bat for $18. How much more did coach A spend than coach B?","Coach A spent $29x 10=$<<29*10=290>>290 for the 10 basketballs.
Coach B spent $2.50x14=$<<2.5*14=35>>35 for the 14 baseballs.
So, Coach B spent a total of $35+$18=$<<35+18=53>>53 for the baseballs and a bat.
Thus, Coach A spent $290-$53=$<<290-53=237>>237 more than coach B
#### 237",237,"Coach A spent $29x 10=$<<29*10=290>>290 for the 10 basketballs.
Coach B spent $2.50x14=$<<2.5*14=35>>35 for the 14 baseballs.
So, Coach B spent a total of $35+$18=$<<35+18=53>>53 for the baseballs and a bat.
Thus, Coach A spent $290-$53=$<<290-53=237>>237 more than coach B
"
755,Wanda has 62 crayons. Dina has 28 and Jacob has two fewer crayons than Dina. How many crayons do they have in total?,"Jacob has 28 - 2 = <<28-2=26>>26 crayons.
You can find the total number of crayons by adding the number of crayons each person has: 26 crayons + 62 crayons + 28 crayons = <<26+62+28=116>>116 crayons
#### 116",116,"Jacob has 28 - 2 = <<28-2=26>>26 crayons.
You can find the total number of crayons by adding the number of crayons each person has: 26 crayons + 62 crayons + 28 crayons = <<26+62+28=116>>116 crayons
"
756,"The school has 14 boys and 10 girls. If 4 boys and 3 girls drop out, how many boys and girls are left?","There are 14 boys - 4 boys = <<14-4=10>>10 boys left.
There are 10 girls - 3 girls = <<10-3=7>>7 girls left.
In total there are 10 boys + 7 girls = <<10+7=17>>17 boys and girls left.
#### 17",17,"There are 14 boys - 4 boys = <<14-4=10>>10 boys left.
There are 10 girls - 3 girls = <<10-3=7>>7 girls left.
In total there are 10 boys + 7 girls = <<10+7=17>>17 boys and girls left.
"
757,"To get to work, Ryan bikes one day a week takes the bus three times a week and gets a ride from a friend once a week. It takes him thirty minutes to bike to work. The bus takes ten minutes longer since it stops at every bus stop for other passengers. His friend driving him is the fastest and cuts two-thirds off his biking time. How many minutes does he spend every week commuting to work?","The bus to Ryan’s work takes 10 minutes longer than his bike ride, so it takes 10 + 30 = <<10+30=40>>40 minutes.
Ryan takes the bus 3 times a week, so the bus rides take 40 * 3 = <<40*3=120>>120 minutes a week.
His friend cuts two-thirds off his biking time, which is 2/3*30 = <<2/3*30=20>>20 minutes a week.
This means his friend takes 30-20 = <<30-20=10>>10 minutes to drive him.
Therefore, Ryan spends 120 + 10 + 30 = <<120+10+30=160>>160 minutes every week commuting to work.
#### 160",160,"The bus to Ryan’s work takes 10 minutes longer than his bike ride, so it takes 10 + 30 = <<10+30=40>>40 minutes.
Ryan takes the bus 3 times a week, so the bus rides take 40 * 3 = <<40*3=120>>120 minutes a week.
His friend cuts two-thirds off his biking time, which is 2/3*30 = <<2/3*30=20>>20 minutes a week.
This means his friend takes 30-20 = <<30-20=10>>10 minutes to drive him.
Therefore, Ryan spends 120 + 10 + 30 = <<120+10+30=160>>160 minutes every week commuting to work.
"
